Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
165,2022-08-01 03:13:00,2022-08-01,03:13:00,D3LT4_Moody,same here 😐, ,Gregg2G,general-chat,
166,2022-08-01 03:12:58,2022-08-01,03:12:58,Sternitzky,"Ubisoft ain't a backyard publisher. Based on its former published titles, what do you think? Would be really odd, if they'd change their behavior...", ,Falail81,general-chat,ubisoft backyard publish base publish titl odd chang behavior
167,2022-08-01 03:06:50,2022-08-01,03:06:50,jestmi,"I'm expecting crafting times and crafting slots to be monetised somehow, be it behind a sub, or a flat purchase", ,,feedback-and-bugs,expect craft time craft slot monetis flat purchas
168,2022-08-01 03:04:40,2022-08-01,03:04:40,jestmi,"I'd be extremely surprised if crafting costs and times stayed the same tbh. Timers are probably there just for testing purposes, but having anything approaching real timers would make crafts testing much harder with only X amount of people", ,,feedback-and-bugs,extrem surpris craft cost time stay tbh timer test purpos approach real timer craft test harder amount peopl
169,2022-08-01 03:01:20,2022-08-01,03:01:20,Caiucleto,🥑, ,,general-chat,
170,2022-08-01 03:00:54,2022-08-01,03:00:54,gkopou,"Actually, I am expecting the crafting time to be increased. When you make 6 items in each category +7 it gives you bonus +12% armor and health, at the moment. Meaning you can have a total bonus of just over 70% armor and health just by crafting.", ,battlebot579,feedback-and-bugs,expect craft time increas item categori bonus armor health moment mean total bonus armor health craft
171,2022-08-01 03:00:35,2022-08-01,03:00:35,jestmi,"Story itself is a bit rushed at 1st. If you have very little prior care or knowledge about what The Division is, the world feels inch deep. It gets better over time, I hope it will keep getting better with more of the game released. The fact that the game is fully voice acted is great. While sometimes it can feel weird and janky (in particular during open world quests), the main storyline itself has decent or better voice acting, depending on exact character", ,,feedback-and-bugs,stori bit rush st prior care knowledg divis feel inch deep time hope game releas game voic act feel weird janki quest main storylin decent voic act depend exact charact
172,2022-08-01 02:55:51,2022-08-01,02:55:51,Gregg2G,man I'm just not getting a diamondback I guess 😭, ,,general-chat,diamondback guess
173,2022-08-01 02:54:54,2022-08-01,02:54:54,jestmi,"The open world events need rebalancing. Opening the cashes is very fast, same with hostage saving. It's just 3 groups of enemies, even if it's a bigger group at least it's constant action. Arms deal and outpost in comparison are 3x as long. I didn't notice if the rewards are better, or if there is some other reason for that imbalance.", ,,feedback-and-bugs,event rebalanc cash fast hostag save enemi bigger constant action arm deal outpost comparison notic reward reason imbal
174,2022-08-01 02:50:36,2022-08-01,02:50:36,jestmi,"Crafting feels... Well, it feels weird. Having gear proficiency built into a crafting system is weird. I know games - mobile in particular - like to intertwine their mechanics, but that seems somewhat ham fisted, at least to me.", ,,feedback-and-bugs,craft feel feel weird gear profici built craft system weird game mobil intertwin mechan ham fist
175,2022-08-01 02:47:45,2022-08-01,02:47:45,jestmi,"Final feedback: the gameplay is solid, although repetitive. Just like in division 2 the gunplay is diverse between the gun types, with minor variety within a class. The enemies are tanky. Spongy even. Having to unload a full LMG mag at a purple enemy doesn't feel right. The abilities are very different from one another and from my experience paired well for their specialisations. Specialisations themselves might need to be balanced though, since some seem more useful than others.Gameplay is repetitive. Most looter shooters have either extremely varied, or randomly generated/featuring more RNG. I assume the drop tables will be changed at final release, otherwise people will just farm one or two fastest missions.Even within missions, once I've played them half a dozen times I found myself just prefiering or pretrapping enemy spawn points. Making spawns more varied and/or slightly random might help with that.Exotic gear is much more powerful than standard gear, not just stat-wise, but also by allowing you a different playstyle. I am conflicted on that, as this can be great for character progression, but at the same time being locked into a particular firearm type doesn't sound perfect.", ,,feedback-and-bugs,final feedback gameplay solid repetit divis gunplay divers gun type minor varieti class enemi tanki spongi unload lmg mag purpl enemi feel abil experi pair specialis specialis balanc gameplay repetit looter shooter extrem vari random generat featur rng assum drop tabl chang final releas peopl farm fastest mission mission play half dozen time prefier pretrap enemi spawn spawn vari random exot gear power standard gear statwis allow playstyl conflict charact progress time lock firearm type sound perfect
176,2022-08-01 02:40:38,2022-08-01,02:40:38,Ghoul,😂, ,,feedback-and-bugs,
177,2022-08-01 02:40:33,2022-08-01,02:40:33,Riggy Gaming,Lol, ,,feedback-and-bugs,lol
178,2022-08-01 02:40:23,2022-08-01,02:40:23,Ghoul,"Please, do not spread lies", ,Riggy Gaming,feedback-and-bugs,spread lie
179,2022-08-01 02:32:53,2022-08-01,02:32:53,Riggy Gaming,I first saw that on Twitter, ,,feedback-and-bugs,twitter
180,2022-08-01 02:32:38,2022-08-01,02:32:38,battlebot579,yeah I managed to make battlebotsgift while the server was quiet for a few hours, ,,feedback-and-bugs,yeah manag battlebotsgift server quiet hour
181,2022-08-01 02:32:11,2022-08-01,02:32:11,Riggy Gaming,And also made that little thing for the UI and that too, ,,feedback-and-bugs,ui
182,2022-08-01 02:31:44,2022-08-01,02:31:44,Riggy Gaming,Doing a great job, ,,feedback-and-bugs,job
183,2022-08-01 02:31:36,2022-08-01,02:31:36,Riggy Gaming,👍, ,,feedback-and-bugs,
184,2022-08-01 02:31:30,2022-08-01,02:31:30,battlebot579,and I have been flagging every single NDA breaking video I have seen on yt to James as well, ,,feedback-and-bugs,flag singl nda break video yt jame
185,2022-08-01 02:29:41,2022-08-01,02:29:41,Riggy Gaming,😅, ,,feedback-and-bugs,
186,2022-08-01 02:29:35,2022-08-01,02:29:35,battlebot579,I have a higher message count in this server than a server I spent 2 years in in 2 weeks, ,,feedback-and-bugs,messag count server server spent week
187,2022-08-01 02:29:04,2022-08-01,02:29:04,battlebot579,I helped basically everyone who was having issues with the compatibility as soon as I got into discord and figured what was going on myself, ,,feedback-and-bugs,help basic issu compat discord figur
188,2022-08-01 02:28:31,2022-08-01,02:28:31,Riggy Gaming,You sure are popular among the ppl, ,,feedback-and-bugs,popular ppl
189,2022-08-01 02:28:12,2022-08-01,02:28:12,Riggy Gaming,Lol, ,battlebot579,feedback-and-bugs,lol
190,2022-08-01 02:28:04,2022-08-01,02:28:04,ZoomyRamen,https://c.tenor.com/wMZnKU7tz2AAAAAM/i-love-it.gif, ,,feedback-and-bugs,
191,2022-08-01 02:28:02,2022-08-01,02:28:02,Riggy Gaming,😅, ,,feedback-and-bugs,
192,2022-08-01 02:27:59,2022-08-01,02:27:59,Riggy Gaming,Sometimes they actually do, ,,feedback-and-bugs,
193,2022-08-01 02:27:58,2022-08-01,02:27:58,battlebot579,😂, ,,feedback-and-bugs,
194,2022-08-01 02:27:53,2022-08-01,02:27:53,battlebot579,I got mod because the people demanded it, ,,feedback-and-bugs,mod peopl demand
195,2022-08-01 02:27:19,2022-08-01,02:27:19,battlebot579,I know you are being sarcastic but some people seem to believe that the moderators in official servers are somehow affiliated with ubisoft and know more than they are letting on somehow, ,,feedback-and-bugs,sarcast peopl moder offici server affili ubisoft let
196,2022-08-01 02:26:26,2022-08-01,02:26:26,ZoomyRamen,They're letting anyone be a community volunteer these days, ,,feedback-and-bugs,let communiti volunt day
197,2022-08-01 02:26:16,2022-08-01,02:26:16,ZoomyRamen,Smh, ,,feedback-and-bugs,smh
198,2022-08-01 02:26:15,2022-08-01,02:26:15,ZoomyRamen,"Damn, not a magician?", ,battlebot579,feedback-and-bugs,damn magician
199,2022-08-01 02:24:26,2022-08-01,02:24:26,battlebot579,"I dont know for sure because I am not a magician, but as long as the devs follow past precedent in the division games (which they said in an interview they were) that is how the monetisation *should* be", ,ZoomyRamen,feedback-and-bugs,magician dev follow preced divis game interview monetis
200,2022-08-01 02:23:07,2022-08-01,02:23:07,ZoomyRamen,"Nice one! Ah I didn't know that about monetisation, if it's that stuff then sweet fair play. I suppose in the future there could be character perks that or base upgrades that drop the length of time crafting takes too.", ,battlebot579,feedback-and-bugs,nice monetis stuff sweet fair play suppos futur charact perk base upgrad drop length time craft take
201,2022-08-01 02:20:14,2022-08-01,02:20:14,battlebot579,"You can customise the control sizes, however it would be a good idea to look into the scaling of things that players cant changeYeah the shortcuts have already been brought up, hopefully those get added later on down the lineMarvel Future Revolution has really bad monetisation as well, and that game is really hard to put down, because the missions are short but theres so many of them its actually annoying (they had to add a way to auto them without actually even playing the game it was so bad)I havent played but at a guess it is really hard to hit the balance between mission length and play time because of how different this game is to anything else popular in mobile gaming right now, hopefully they can alter some of the longer ones for enjoyabilityI wouldve been one of those alpha players if I could have playedFrom what I have been able to ascertain, the monetisation is cosmetic or seasonal content (premium track like in div 2 at a guess)From what alpha players have told me, the time to craft has just been flat 4 minutes, and that will craft any of the rarities by RNG, this makes me feel like crafting just wont be used, as grey weapons are no use to endgame players, so I think crafting might need to be reworked in endgame to take out lower rarities so it is worth your resources to craftHopefully they keep the timer just a quick one, although I am sceptical whether it is really needed, taking it out would ease players worries about making the game p2w, 4 minutes seems both arbitrary and pointless but there could easily be a reason like the servers need time to sort themselves out because if 1,000 people all craft at the same time that's gonna cause some issuesYou don't sound too negative, you are raising fair points", ,ZoomyRamen,feedback-and-bugs,customis control size idea scale player changeyeah shortcut brought linemarvel futur revolut bad monetis game hard mission short annoy add auto play game bad play guess hard hit balanc mission length play time game popular mobil game alter enjoyabilityi wouldv alpha player playedfrom ascertain monetis cosmet season content premium track div guess alpha player told time craft flat minut craft rariti rng feel craft grey weapon endgam player craft rework endgam lower rariti worth resourc crafthop timer quick sceptic eas player worri game minut arbitrari pointless easili reason server time sort peopl craft time gonna issuesyou sound negat rais fair
202,2022-08-01 02:13:01,2022-08-01,02:13:01,ZoomyRamen,Hopefully I don't come across too negative because I understand it's an alpha and honestly the core of the division experience still fucking rules even on mobile, ,,feedback-and-bugs,negat understand alpha honest core divis experi fuck rule mobil
203,2022-08-01 02:05:27,2022-08-01,02:05:27,ZoomyRamen,"Overall though, thoroughly enjoyed my time so far and looking forward to playing more in the future!", ,,feedback-and-bugs,enjoy time forward play futur
204,2022-08-01 02:04:47,2022-08-01,02:04:47,ZoomyRamen,"At the moment it's quite a few dedicated alpha players who maybe won't feel that the length is too much, but if there's going to be monitisation around making your own gear, which the timers would suggest it'd be, I think it's important to make it feel like youre able to get a lot done in the time it takes to make a weapon if you're not able to afford to speed it up", ,,feedback-and-bugs,moment dedic alpha player feel length monitis gear timer feel lot time take weapon afford speed
205,2022-08-01 02:02:20,2022-08-01,02:02:20,ZoomyRamen,"In terms of the game, I don't think it's balanced particularly well for the pick up & play nature of a mobile game. I think some of the missions are much too long for the mobile experience. I know it's got dogshit monetisation but Diablo Immortal actually did really well with making missions/quests incredibly short yet you're constantly getting new stuff. You think you'll be able to log in for a short burst and end up playing for longer whereas the division mobile feels like I'm going to need to cut out a certain amount of time to finish stuff up which is almost counter intuitive to the mobile game nature.", ,,feedback-and-bugs,term game balanc pick play natur mobil game mission mobil experi dogshit monetis diablo immort mission quest incred short constant stuff log short burst play divis mobil feel cut amount time finish stuff counter intuit mobil game natur
206,2022-08-01 01:59:43,2022-08-01,01:59:43,ZoomyRamen,"I think shortcuts like dismantle all x equipment, equip best gear etc will help but just overall I think a lot of work needs to go into making those menus comfortable enough for touch screen gameplay if that's going to be the primary method of playing or even equal with controllers", ,,feedback-and-bugs,shortcut dismantl equip equip gear lot menus comfort touch screen gameplay primari method play equal control
207,2022-08-01 01:58:30,2022-08-01,01:58:30,ZoomyRamen,Feels like the console UI was just scaled downward for mobiles instead of being rebuilt for the screen real estate, ,,feedback-and-bugs,feel consol ui scale downward mobil rebuilt screen real estat
208,2022-08-01 01:58:10,2022-08-01,01:58:10,ZoomyRamen,"I think the UI is so far poorly optimised for the small screens and touch screen inputs. I'm on an s21 ultra so a relatively big screen but it felt incredibly crowded, especially when dismantling and equipping as theres quite a lot on screen at once", ,,feedback-and-bugs,ui optimis screen touch screen input ultra screen incred crowd dismantl equip lot screen
209,2022-08-01 01:57:37,2022-08-01,01:57:37,battlebot579,"You would be in the right place, however if theres any really big story spoilers it would be great if you could cover that text so people who dont want it spoiled cannot see", ,ZoomyRamen,feedback-and-bugs,stori spoiler cover text peopl spoil
