发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-08-01 02:29:35,2022-08-01,02:29:35,battlebot579,I have a higher message count in this server than a server I spent 2 years in in 2 weeks, ,,feedback-and-bugs
2022-08-01 02:29:04,2022-08-01,02:29:04,battlebot579,I helped basically everyone who was having issues with the compatibility as soon as I got into discord and figured what was going on myself, ,,feedback-and-bugs
2022-08-01 02:28:31,2022-08-01,02:28:31,Riggy Gaming,You sure are popular among the ppl, ,,feedback-and-bugs
2022-08-01 02:28:12,2022-08-01,02:28:12,Riggy Gaming,Lol, ,battlebot579,feedback-and-bugs
2022-08-01 02:28:04,2022-08-01,02:28:04,ZoomyRamen,https://c.tenor.com/wMZnKU7tz2AAAAAM/i-love-it.gif, ,,feedback-and-bugs
2022-08-01 02:27:59,2022-08-01,02:27:59,Riggy Gaming,Sometimes they actually do, ,,feedback-and-bugs
2022-08-01 02:27:58,2022-08-01,02:27:58,battlebot579,😂, ,,feedback-and-bugs
2022-08-01 02:27:53,2022-08-01,02:27:53,battlebot579,I got mod because the people demanded it, ,,feedback-and-bugs
2022-08-01 02:27:19,2022-08-01,02:27:19,battlebot579,I know you are being sarcastic but some people seem to believe that the moderators in official servers are somehow affiliated with ubisoft and know more than they are letting on somehow, ,,feedback-and-bugs
2022-08-01 02:26:26,2022-08-01,02:26:26,ZoomyRamen,They're letting anyone be a community volunteer these days, ,,feedback-and-bugs
2022-08-01 02:26:16,2022-08-01,02:26:16,ZoomyRamen,Smh, ,,feedback-and-bugs
2022-08-01 02:26:15,2022-08-01,02:26:15,ZoomyRamen,"Damn, not a magician?", ,battlebot579,feedback-and-bugs
2022-08-01 02:24:26,2022-08-01,02:24:26,battlebot579,"I dont know for sure because I am not a magician, but as long as the devs follow past precedent in the division games (which they said in an interview they were) that is how the monetisation *should* be", ,ZoomyRamen,feedback-and-bugs
2022-08-01 02:23:07,2022-08-01,02:23:07,ZoomyRamen,"Nice one! Ah I didn't know that about monetisation, if it's that stuff then sweet fair play. I suppose in the future there could be character perks that or base upgrades that drop the length of time crafting takes too.", ,battlebot579,feedback-and-bugs
2022-08-01 02:20:14,2022-08-01,02:20:14,battlebot579,"You can customise the control sizes, however it would be a good idea to look into the scaling of things that players cant changeYeah the shortcuts have already been brought up, hopefully those get added later on down the lineMarvel Future Revolution has really bad monetisation as well, and that game is really hard to put down, because the missions are short but theres so many of them its actually annoying (they had to add a way to auto them without actually even playing the game it was so bad)I havent played but at a guess it is really hard to hit the balance between mission length and play time because of how different this game is to anything else popular in mobile gaming right now, hopefully they can alter some of the longer ones for enjoyabilityI wouldve been one of those alpha players if I could have playedFrom what I have been able to ascertain, the monetisation is cosmetic or seasonal content (premium track like in div 2 at a guess)From what alpha players have told me, the time to craft has just been flat 4 minutes, and that will craft any of the rarities by RNG, this makes me feel like crafting just wont be used, as grey weapons are no use to endgame players, so I think crafting might need to be reworked in endgame to take out lower rarities so it is worth your resources to craftHopefully they keep the timer just a quick one, although I am sceptical whether it is really needed, taking it out would ease players worries about making the game p2w, 4 minutes seems both arbitrary and pointless but there could easily be a reason like the servers need time to sort themselves out because if 1,000 people all craft at the same time that's gonna cause some issuesYou don't sound too negative, you are raising fair points", ,ZoomyRamen,feedback-and-bugs
2022-08-01 02:13:01,2022-08-01,02:13:01,ZoomyRamen,Hopefully I don't come across too negative because I understand it's an alpha and honestly the core of the division experience still fucking rules even on mobile, ,,feedback-and-bugs
2022-08-01 02:05:27,2022-08-01,02:05:27,ZoomyRamen,"Overall though, thoroughly enjoyed my time so far and looking forward to playing more in the future!", ,,feedback-and-bugs
2022-08-01 02:04:47,2022-08-01,02:04:47,ZoomyRamen,"At the moment it's quite a few dedicated alpha players who maybe won't feel that the length is too much, but if there's going to be monitisation around making your own gear, which the timers would suggest it'd be, I think it's important to make it feel like youre able to get a lot done in the time it takes to make a weapon if you're not able to afford to speed it up", ,,feedback-and-bugs
2022-08-01 02:02:20,2022-08-01,02:02:20,ZoomyRamen,"In terms of the game, I don't think it's balanced particularly well for the pick up & play nature of a mobile game. I think some of the missions are much too long for the mobile experience. I know it's got dogshit monetisation but Diablo Immortal actually did really well with making missions/quests incredibly short yet you're constantly getting new stuff. You think you'll be able to log in for a short burst and end up playing for longer whereas the division mobile feels like I'm going to need to cut out a certain amount of time to finish stuff up which is almost counter intuitive to the mobile game nature.", ,,feedback-and-bugs
2022-08-01 01:59:43,2022-08-01,01:59:43,ZoomyRamen,"I think shortcuts like dismantle all x equipment, equip best gear etc will help but just overall I think a lot of work needs to go into making those menus comfortable enough for touch screen gameplay if that's going to be the primary method of playing or even equal with controllers", ,,feedback-and-bugs
2022-08-01 01:58:30,2022-08-01,01:58:30,ZoomyRamen,Feels like the console UI was just scaled downward for mobiles instead of being rebuilt for the screen real estate, ,,feedback-and-bugs
2022-08-01 01:58:10,2022-08-01,01:58:10,ZoomyRamen,"I think the UI is so far poorly optimised for the small screens and touch screen inputs. I'm on an s21 ultra so a relatively big screen but it felt incredibly crowded, especially when dismantling and equipping as theres quite a lot on screen at once", ,,feedback-and-bugs
2022-08-01 01:57:37,2022-08-01,01:57:37,battlebot579,"You would be in the right place, however if theres any really big story spoilers it would be great if you could cover that text so people who dont want it spoiled cannot see", ,ZoomyRamen,feedback-and-bugs
2022-08-01 01:57:08,2022-08-01,01:57:08,ZoomyRamen,"Gameplay rocks, plays really well and just feels like a division game. Super impressive how far mobile games have come", ,,feedback-and-bugs
2022-08-01 01:56:34,2022-08-01,01:56:34,ZoomyRamen,Finished up the game and got some thoughts hope it's ok to drop them in here, ,,feedback-and-bugs
2022-08-01 01:47:00,2022-08-01,01:47:00,Gab,Thank you!  , ,TheCrusader,feedback-and-bugs
2022-08-01 01:43:00,2022-08-01,01:43:00,Falail81,Will the Game come in Final ver. With German Language?, ,,general-chat
2022-08-01 01:39:41,2022-08-01,01:39:41,TheCrusader,Unable due to requiring friend request, ,Gab,feedback-and-bugs
2022-08-01 01:37:17,2022-08-01,01:37:17,lolo-_-guitarra,I can't make any exotic having the blueprints., ,,feedback-and-bugs
2022-08-01 01:29:32,2022-08-01,01:29:32,PorterEva,agent go brrrrrrr, ,,general-chat
2022-08-01 01:29:15,2022-08-01,01:29:15,PorterEva,"what you call hacks, i call fun maker", ,,general-chat
2022-08-01 01:16:19,2022-08-01,01:16:19,Gab,"DM me the evidence, please.", ,TheCrusader,feedback-and-bugs
2022-08-01 01:15:03,2022-08-01,01:15:03,TheCrusader,AgentlewisOPPO X3 neoA weird messageCouldn't load NYC building (have picture evidence)No resultConfused on what's expected, ,,feedback-and-bugs
2022-08-01 01:12:42,2022-08-01,01:12:42,TheCrusader,That's a feature but NDA so don't  , ,ExoDus291,general-chat
2022-08-01 01:06:25,2022-08-01,01:06:25,ExoDus291,Yes, ,,general-chat
2022-08-01 01:06:13,2022-08-01,01:06:13,TheCrusader,Why because you run super fast with lady death?, ,ExoDus291,general-chat
2022-08-01 01:04:10,2022-08-01,01:04:10,flashyboy82,Any game I play on my mobile is the same. I play raid and a few others and they don't close down when you leave either., ,,ask-the-team
2022-08-01 00:59:32,2022-08-01,00:59:32,flashyboy82,I'm the same means when I open the game I just reconnect to network and keep going exactly where I left off. Gr8 if I've finished an open world activity and had to run when I open the game back up I'm right in the middle of the npcs to run it again haha, ,,ask-the-team
2022-08-01 00:44:02,2022-08-01,00:44:02,Ghoul,But thats just me I guess, ,,ask-the-team
2022-08-01 00:43:53,2022-08-01,00:43:53,Ghoul,"I like it doesnt close, as it basically saves any progress you have made in an instance as I sometimes play in short bursts 😂", ,,ask-the-team
2022-08-01 00:42:39,2022-08-01,00:42:39,ExoDus291,however people will call me and hacker if I do, ,,general-chat
2022-08-01 00:42:28,2022-08-01,00:42:28,ExoDus291,I want to send a video, ,,general-chat
2022-07-31 23:56:08,2022-07-31,23:56:08,battlebot579,"pretty sure the team is aware of the app not closing, it has been a frequent issue, hopefully they can work out the logic to make it close the app properly", ,,ask-the-team
2022-07-31 23:55:12,2022-07-31,23:55:12,PorterEva,is the team looking for a solution? like adding a script that checks if the phone is locked or the game stops rendering and most logic if in background?, ,,ask-the-team
2022-07-31 23:53:05,2022-07-31,23:53:05,Ghoul,Tick the button to open all open apps and close it from there, ,,ask-the-team
2022-07-31 23:51:32,2022-07-31,23:51:32,Dirk.nl,How to close the game on Android? See no button and keeps running in the bg., ,,ask-the-team
2022-07-31 23:42:15,2022-07-31,23:42:15,jestmi,Feedback: auto-deleting the weapon crafted messages upon weapon collection would be appreciated., ,,feedback-and-bugs
2022-07-31 23:40:21,2022-07-31,23:40:21,jestmi,"Feedback: the last stage of ""a new enemy"" which takes place on the streets has a huge invisible barrier that player can find on purpose if going away from the objective, or by coincidence if the player is being pushed back by the AI. Placing a blockade or something for the players within the mission instance would prevent the break of immersion.", ,,feedback-and-bugs
2022-07-31 23:16:24,2022-07-31,23:16:24,jestmi,Feedback: breacher's shield bash ability is extremely weak. Many of the standard enemies are able to dispose of 10-30% of player's health in a single melee hit. At the same time the wind-up and range of this ability often lets the AI to dodge it by simply walking a bit to the side, ,,feedback-and-bugs
2022-07-31 23:09:37,2022-07-31,23:09:37,battlebot579,https://tenor.com/view/sue-sylvester-glee-inspiration-insanity-confident-gif-16230564, ,Gregg2G,general-chat
2022-07-31 23:07:05,2022-07-31,23:07:05,jestmi,"Ingame character name - jestmiDevice information - Oneplus 9 pro 12GB, OxygenOS 12, with razer kishiIssue - picked up items ui element appears too large when using phalanx shieldIssue type - uiDescription - when using phalanks shield, the UI element responsible for showing the player items they've picked up does not scale with the zoom given by the shield Result -  top 2 picked up items are not visible, while 3rd onwards obstruct the viewExpected result - this UI element being delayed while experiencing any kind of zoom OR this element being scaled with the zoom OR this element being ignored if zooming inSteps to reproduce:> Activate phalanx shield> Pick up multiple items> Notice the increased scale of the UI element.", ,,feedback-and-bugs
2022-07-31 22:25:11,2022-07-31,22:25:11,Gregg2G,"btw only 1 out of 5 branches of the talent trees are available atm, but looking through the other 4 branches the healer is going to pretty fun once those open up 😁", ,,general-chat
2022-07-31 22:22:32,2022-07-31,22:22:32,Gregg2G,"Ingame character name - graig2gDevice information - Lenovo Legion Duel 2Issue - The ""Aegis Field"" talent doesn't have any visual aid.Issue type - visualDescription - The Aegis Field ability can be difficult to work with since there's no indicator if an enemy is within range of it.Expected result - Either have a visual indicator for this aura that isn't too intrusive, or a buff icon that's green when no enemies are in range and red when there are enemies within range of it.Steps to reproduce - Play with Aegis Operations spec and use the talent.", ,,feedback-and-bugs
2022-07-31 22:15:40,2022-07-31,22:15:40,battlebot579,ok, ,,general-chat
2022-07-31 22:15:33,2022-07-31,22:15:33,battlebot579,so not returning sets, ,Gregg2G,general-chat
2022-07-31 22:15:12,2022-07-31,22:15:12,Gregg2G,"I'm using ""cow"" and ""long-term"" sets", ,,general-chat
2022-07-31 22:15:11,2022-07-31,22:15:11,battlebot579,"what is it called, if it doesnt show up file in  ", ,Gregg2G,general-chat
2022-07-31 22:14:44,2022-07-31,22:14:44,Gregg2G,"nope no icon for it or anything, but it does work", ,battlebot579,general-chat
2022-07-31 22:14:01,2022-07-31,22:14:01,battlebot579,which ones do you know the names, ,Gregg2G,general-chat
2022-07-31 22:13:45,2022-07-31,22:13:45,battlebot579,"also what is it called, the talent", ,,general-chat
2022-07-31 22:13:44,2022-07-31,22:13:44,Gregg2G,yea there are sets I'm using 2 different 3 piece sets atm that both increase duration of my skills by 10%, ,battlebot579,general-chat
2022-07-31 22:13:40,2022-07-31,22:13:40,battlebot579,in your game when it should be active, ,,general-chat
2022-07-31 22:13:26,2022-07-31,22:13:26,battlebot579,can you see it in the place where #7 is, ,,general-chat
2022-07-31 22:13:08,2022-07-31,22:13:08,Dyno,, ,,general-chat
2022-07-31 22:13:07,2022-07-31,22:13:07,battlebot579,?SHDbattlebotsgift, ,,general-chat
2022-07-31 22:13:07,2022-07-31,22:13:07,Gregg2G,but whenever an enemy dies in range it decreases everyone's cooldowns, ,,general-chat
2022-07-31 22:12:46,2022-07-31,22:12:46,Gregg2G,"the odd thing is there's this talent that gives you what seems to be a permanent aura, but it's invisible as far as I can tell.", ,,general-chat
2022-07-31 22:12:29,2022-07-31,22:12:29,battlebot579,Are there gear and brand sets in TDR?, ,,general-chat
2022-07-31 22:12:09,2022-07-31,22:12:09,battlebot579,pretty cool, ,,general-chat
2022-07-31 22:11:50,2022-07-31,22:11:50,Gregg2G,Yeah Mender Drone 2.0 that makes a big AoE circle healing everyone over time and increasing weapon & skill damage by 30% for everyone in range., ,,general-chat
2022-07-31 22:10:12,2022-07-31,22:10:12,battlebot579,is it the super drone?, ,,general-chat
2022-07-31 22:10:05,2022-07-31,22:10:05,battlebot579,What is the ult of tech operator, ,,general-chat
2022-07-31 22:09:55,2022-07-31,22:09:55,battlebot579,I think I will main heals, ,,general-chat
2022-07-31 22:09:46,2022-07-31,22:09:46,battlebot579,sounds pretty good, ,,general-chat
2022-07-31 22:09:37,2022-07-31,22:09:37,battlebot579,"Nice, yeah Future initiative increases weapon and skill damage iirc", ,Gregg2G,general-chat
